paperid,doi,year,date,doctype,cited_by_count,is_retracted,reference_count,citation_count,C3,C5,C10,disruption,Atyp_Median_Z,Atyp_10pct_Z,Atyp_Pairs,WSB_mu,WSB_sigma,WSB_Cinf,SB_B,SB_T,team_size,institution_count,patent_count,newsfeed_count,nct_count,nih_count,nsf_count
W4382866081,https://doi.org/10.1016/j.cobeha.2023.101285,2023,2023-06-30,article,14,False,31,13,13,13,13,-0.0002705627705627,19.40338209272181,-0.4600539691023766,210.0,,,,0.0,0.0,2,3,0,0,0,0,0
W3082710058,https://doi.org/10.1109/embc44109.2020.9176321,2020,2020-07-01,article,10,False,11,10,7,10,10,-0.0035874439461883,,,,,,,0.0,0.0,5,3,0,0,0,0,0
W3206901960,https://doi.org/10.1007/s11916-021-00979-8,2021,2021-10-01,review,9,False,55,9,9,9,9,-0.0008545965083628,,,,,,,3.833333333333334,1.0,7,2,0,0,0,0,0
W4322709454,https://doi.org/10.2139/ssrn.4367113,2023,2023-01-01,article,4,False,42,4,3,3,3,-0.0004497076900014,85.55390522607892,-0.0766545643383939,210.0,,,,6.0,3.0,2,2,0,0,0,0,0
W4379377497,https://doi.org/10.1063/5.0151812,2023,2023-06-01,article,4,False,24,4,4,4,4,-0.0052287581699346,80.52429202587481,0.5926522404517008,153.0,,,,0.0,0.0,3,4,0,0,0,0,0
W2904027027,https://doi.org/10.1080/10503307.2018.1552034,2018,2018-12-10,article,109,False,35,105,57,89,104,-0.0079121748590643,201.46093924173152,39.153955841836925,78.0,,,,1.0166666666666666,3.0,4,4,0,0,0,0,0
W3037896324,https://doi.org/10.1177/0003065120939298,2020,2020-06-01,article,67,False,11,66,59,66,66,-0.0697674418604651,134.4157496352269,22.0,21.0,,,,-0.7735294117647058,1.0,4,2,0,0,0,0,0
W4385061719,https://doi.org/10.2139/ssrn.4507607,2023,2023-01-01,article,3,False,0,3,3,3,3,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2002358380,https://doi.org/10.1016/j.jocn.2015.03.003,2015,2015-04-27,article,2,False,5,2,0,0,2,0.0034305317324185,280.29023576146903,12.280244081945453,10.0,,,,0.0,0.0,5,3,0,0,0,0,0
W2949615128,https://doi.org/10.3390/rel10060378,2019,2019-06-12,article,2,False,20,2,0,2,2,0.0010136847440446,45.253039137577,0.302999894000318,66.0,,,,0.0,0.0,2,1,0,0,0,0,0
W4321605416,https://doi.org/10.1055/a-2041-4500,2023,2023-02-23,article,2,False,33,2,2,2,2,0.0,30.616279745932577,-0.5448964250334661,253.0,,,,0.0,0.0,9,3,0,0,0,0,0
W3007362960,https://doi.org/10.2139/ssrn.3485182,2019,2019-01-01,article,1,False,0,1,0,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4296839960,https://doi.org/10.21203/rs.3.rs-2039338/v1,2022,2022-09-23,preprint,1,False,31,1,1,1,1,-0.001610305958132,,,,,,,0.0,0.0,1,1,0,0,0,0,0
W4308866987,https://doi.org/10.3390/jcm11226649,2022,2022-11-09,article,1,False,48,1,1,1,1,-6.328713372571356e-05,43.26249525192,3.3927129048969165,300.0,,,,0.0,0.0,6,3,0,0,0,0,0
W4225299965,https://doi.org/10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a5140,2022,2022-05-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2260001466,https://doi.org/10.1007/978-3-319-19761-6_3,2015,2015-01-01,book-chapter,0,False,40,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2285397489,,2017,2017-01-25,preprint,0,False,10,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4240110350,https://doi.org/10.1007/978-3-540-69000-9_837,2018,2018-01-01,book-chapter,0,False,7,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3174835227,,2021,2021-06-26,preprint,0,False,31,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4256543851,https://doi.org/10.2196/preprints.30622,2021,2021-05-25,preprint,0,False,33,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W1505049975,https://doi.org/10.1007/978-3-319-44076-7_15,2016,2016-12-03,book-chapter,0,False,21,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2595218078,https://doi.org/10.1007/978-3-319-55023-7_2,2017,2017-01-01,book-chapter,0,False,31,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2596160282,https://doi.org/10.1007/978-3-319-55023-7_9,2017,2017-01-01,book-chapter,0,False,13,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2596329457,https://doi.org/10.1007/978-3-319-55023-7_1,2017,2017-01-01,book-chapter,0,False,43,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2597175901,https://doi.org/10.1007/978-3-319-55023-7_4,2017,2017-01-01,book-chapter,0,False,2,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2607476618,https://doi.org/10.2139/ssrn.2947092,2017,2017-01-01,article,0,False,24,0,0,0,0,0.0,3270.738670345777,3270.738670345777,0.0,,,,,,0,0,0,0,0,0,0
W2610910936,https://doi.org/10.1007/978-1-4939-6887-9_17,2017,2017-01-01,article,0,False,21,0,0,0,0,0.0,146.24776690162844,38.58423163147427,28.0,,,,,,0,0,0,0,0,0,0
W2619485586,https://doi.org/10.1057/s41282-017-0052-1,2017,2017-05-29,article,0,False,13,0,0,0,0,0.0,inf,4.268033988749895,21.0,,,,,,0,0,0,0,0,0,0
W2765242148,https://doi.org/10.1016/j.jaac.2017.07.052,2017,2017-10-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2769860115,https://doi.org/10.1007/978-3-319-68109-2_1,2017,2017-11-18,book-chapter,0,False,14,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2911517999,https://doi.org/10.1086/698982,2018,2018-10-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2912641928,https://doi.org/10.1057/978-1-137-46260-2_1,2019,2019-01-01,book-chapter,0,False,1,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2913134007,https://doi.org/10.1057/978-1-137-46260-2_13,2019,2019-01-01,book-chapter,0,False,41,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2921980531,https://doi.org/10.2139/ssrn.3333371,2019,2019-01-01,article,0,False,24,0,0,0,0,0.0,2859.472620684114,396.5114330951004,15.0,,,,,,0,0,0,0,0,0,0
W2943870030,https://doi.org/10.2139/ssrn.3348129,2019,2019-01-01,article,0,False,5,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4387695572,https://doi.org/10.20944/preprints202310.0310.v2,2023,2023-10-16,preprint,0,False,9,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4388442745,https://doi.org/10.1007/978-3-031-47448-4_1,2023,2023-01-01,book-chapter,0,False,20,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3014713397,,2019,2019-01-19,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4312370513,https://doi.org/10.1007/978-3-031-10204-2_24,2022,2022-01-01,book-chapter,0,False,24,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4312652781,https://doi.org/10.1007/978-3-031-10204-2_1,2022,2022-01-01,book-chapter,0,False,1,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4312911503,https://doi.org/10.1007/978-3-031-10204-2_5,2022,2022-01-01,book-chapter,0,False,23,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4367020077,https://doi.org/10.2139/ssrn.4418395,2023,2023-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4379184903,https://doi.org/10.1177/25158163231172418,2023,2023-01-01,article,0,False,49,0,0,0,0,0.0,16.679916222521403,-0.6782541720302916,276.0,,,,,,0,0,0,0,0,0,0
W374435284,,2015,2015-04-17,article,0,False,1,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4205823974,https://doi.org/10.52843/meta-mat.yqhrrg,2021,2021-01-26,preprint,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4211040223,https://doi.org/10.1017/9781108554640.001,2018,2018-08-31,book-chapter,0,False,148,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4211138440,https://doi.org/10.1007/978-3-319-19761-6_6,2015,2015-01-01,book-chapter,0,False,76,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3082345728,https://doi.org/10.29085/9781783302024.033,2018,2018-07-05,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3121758504,,2015,2015-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3136463673,https://doi.org/10.1007/s12138-021-00590-7,2021,2021-03-13,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2460909768,https://doi.org/10.1007/978-3-319-29351-6_6,2016,2016-01-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2473300490,https://doi.org/10.1007/978-3-319-29351-6_1,2016,2016-01-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2485843069,https://doi.org/10.1007/978-3-319-29351-6_2,2016,2016-01-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W991264187,,2015,2015-07-29,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2921881703,https://doi.org/10.1007/s10879-019-09423-w,2019,2019-03-15,article,42,False,64,42,23,42,42,-8.445232666159953e-05,34.30506139740616,2.189081818461976,561.0,,,,0.5,1.0,4,3,0,0,0,0,0
W2175949148,https://doi.org/10.1038/srep11260,2015,2015-06-22,article,23,False,30,23,11,15,23,-0.0048742945100051,768.7194089774893,37.466766169273534,28.0,,,,1.25,1.0,6,4,0,0,0,0,0
W3023112091,https://doi.org/10.1093/imaman/dpaa006,2020,2020-03-12,article,15,False,18,15,11,15,15,0.004055619930475,305.6886096252043,8.695776439726052,45.0,,,,0.0,0.0,3,4,0,0,0,0,0
W4231979969,https://doi.org/10.31234/osf.io/uy8v6,2019,2019-08-28,preprint,2,False,114,2,1,2,2,-0.0001045205121505,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W4251211943,https://doi.org/10.5406/polishreview.63.4.0108,2018,2018-11-26,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2558385211,https://doi.org/10.1088/1742-6596/712/1/012063,2016,2016-05-01,article,0,False,23,0,0,0,0,0.0,235.90890648310588,9.375039192186703,120.0,,,,,,0,0,0,0,0,0,0
W3002740972,,2019,2019-09-06,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3011809331,,2020,2020-03-10,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3023839824,https://doi.org/10.1086/707533,2020,2020-04-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2523866033,https://doi.org/10.5858/arpa.2016-0326-cp,2016,2016-09-28,article,8,False,28,8,4,7,8,-0.0007574323044877,127.72908673262448,6.654807276772921,78.0,,,,0.0,0.0,13,16,0,0,0,0,0
W2890476375,https://doi.org/10.1017/9781108354721.007,2019,2019-07-04,book-chapter,8,False,36,8,6,8,8,0.0027359781121751,,,,,,,0.0,0.0,1,1,0,0,0,0,0
W3031371307,https://doi.org/10.1103/physreve.102.062126,2020,2020-12-11,article,13,False,104,13,11,13,13,-0.0011653502524925,463.7283423051041,55.051674446904,780.0,,,,4.5,2.0,4,4,0,0,0,0,1
W2333481430,https://doi.org/10.2139/ssrn.2714260,2016,2016-01-01,article,12,False,48,12,8,9,9,-0.0011647254575707,884.2970457902537,203.19064434751985,78.0,,,,2.0,1.0,1,1,0,0,0,0,0
W2969325361,https://doi.org/10.1016/j.elstat.2019.103371,2019,2019-08-24,article,11,False,24,11,6,11,11,0.0021060693088263,0.2356926935721779,-13.571398912353398,21.0,,,,0.75,1.0,1,1,0,0,0,0,0
W2990236634,https://doi.org/10.1525/fsr.2019.32.1.23,2019,2019-10-01,article,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W3162602102,https://doi.org/10.19080/pbsij.2019.10.555856,2019,2019-09-06,article,1,False,12,1,1,1,1,-0.0007733952049497,56.33826408401311,8.196033027967228,10.0,,,,0.0,0.0,1,1,0,0,0,0,0
W2902363676,,2018,2018-08-24,article,2,False,0,2,1,2,2,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2999275221,https://doi.org/10.1111/iere.12438,2020,2020-01-18,article,2,False,38,2,2,2,2,-0.0009606147934678,1139.432136356815,79.58879755095484,45.0,,,,0.0,0.0,1,2,0,0,0,0,0
W3107261956,https://doi.org/10.1016/j.jspi.2020.10.007,2020,2020-11-21,article,2,False,34,2,0,2,2,0.0,158.03996639147252,5.883739666683179,153.0,,,,0.0,0.0,3,4,0,0,0,0,0
W3201926722,https://doi.org/10.1016/j.cam.2021.113818,2021,2021-09-30,article,2,False,38,2,2,2,2,-0.0009220839096357,126.66823431373162,7.668554262945795,105.0,,,,0.0,0.0,2,2,0,0,0,0,0
W4206356003,https://doi.org/10.1016/j.aml.2021.107892,2022,2022-01-01,article,2,False,12,2,2,2,2,-0.0172413793103448,394.20341833221727,72.06128985642682,21.0,,,,0.0,0.0,1,1,0,0,0,0,0
W2268904169,,2015,2015-12-04,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4361296466,https://doi.org/10.1177/03057356231159217,2023,2023-03-29,article,1,False,70,1,1,1,1,-3.0217870848819992e-05,49.819779294802885,0.7630304090806473,780.0,,,,0.0,0.0,5,1,0,0,0,0,0
W4385335908,https://doi.org/10.1016/j.aop.2023.169430,2023,2023-07-28,article,1,False,10,1,1,1,1,0.0006199628022318,6611.373330085995,2624.567524148222,3.0,,,,0.0,0.0,1,1,0,0,0,0,0
W4396668072,https://doi.org/10.1016/j.msard.2024.105671,2024,2024-05-06,article,1,False,35,1,1,1,1,-0.0003436426116838,65.88142474359405,3.349917365088703,231.0,,,,0.0,0.0,8,11,0,0,0,0,0
W4390850739,https://doi.org/10.2139/ssrn.4692739,2024,2024-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4399728084,https://doi.org/10.1007/s40688-024-00507-6,2024,2024-06-17,article,0,False,33,0,0,0,0,0.0,28.09789534804199,1.6220201853215588,190.0,,,,,,0,0,0,0,0,0,0
W4399737548,https://doi.org/10.1103/physreve.109.064307,2024,2024-06-17,article,0,False,21,0,0,0,0,0.0,157.50063879566022,-13.297341249476531,55.0,,,,,,0,0,0,0,0,0,0
W4399881863,https://doi.org/10.1109/icnc59896.2024.10556272,2024,2024-02-19,article,0,False,15,0,0,0,0,0.0,2727.7684971649032,955.97066855869,10.0,,,,,,0,0,0,0,0,0,1
W4255005578,https://doi.org/10.1515/9781618115041-fm,2019,2019-12-03,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4293244203,https://doi.org/10.1164/ajrccm-conference.2022.205.1_meetingabstracts.a5576,2022,2022-05-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4295353211,https://doi.org/10.1101/2022.09.01.506123,2022,2022-09-04,preprint,0,False,49,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4214551699,https://doi.org/10.1080/10503307.2022.2036383,2022,2022-02-28,article,7,False,39,7,7,7,7,-7.271828210330359e-06,47.3671794502601,1.2567190435235909,55.0,,,,0.0,0.0,7,5,0,0,0,0,0
W4293246634,https://doi.org/10.1101/2022.05.09.491115,2022,2022-05-10,preprint,7,False,87,7,7,7,7,-0.0003074895673182,,,,,,,0.0,0.0,9,10,0,0,0,0,0
W2202602134,https://doi.org/10.1080/17522439.2015.1095229,2015,2015-11-18,article,6,False,65,5,2,4,5,-6.311051534784623e-07,113.03380760680132,5.75247938618018,210.0,,,,2.0,2.0,2,2,0,0,0,0,0
W3080125354,https://doi.org/10.1109/cscloud-edgecom49738.2020.00018,2020,2020-08-01,article,6,False,32,6,5,6,6,0.0,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W3158348195,https://doi.org/10.1002/cpp.2606,2021,2021-04-28,article,6,False,55,6,5,5,5,-0.0007984669434685,185.4558893047833,1.8888888888888888,171.0,,,,5.999999999999999,4.0,5,4,0,0,0,0,0
W3082929259,https://doi.org/10.1080/10503307.2020.1808729,2020,2020-08-29,review,134,False,111,133,94,133,133,-0.0008042747755191,,,,,,,-0.8898692810457517,2.0,4,1,0,0,0,0,0
W2758864739,https://doi.org/10.1016/j.yrtph.2017.09.002,2017,2017-09-25,review,117,False,31,114,63,92,114,-0.0059880239520958,,,,,,,-0.2398989898989897,2.0,34,30,0,0,0,0,0
W2479856005,https://doi.org/10.1017/cbo9781139013666.014,2015,2015-06-05,book-chapter,0,False,7,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2051468379,https://doi.org/10.1107/s1399004714025061,2015,2015-02-26,article,4,False,83,4,2,4,4,-1.7213037154340696e-05,76.77418832361592,-14.513896303681694,595.0,,,,3.5,3.0,9,2,0,0,0,0,0
W2355490085,,2016,2016-04-09,article,4,False,0,4,3,3,3,0.0,,,,,,,6.0,3.0,0,0,0,0,0,0,0
W2904891705,https://doi.org/10.1201/9781315369396-3,2016,2016-08-05,book-chapter,4,False,1,4,0,4,4,0.0,,,,,,,0.0,0.0,2,1,0,0,0,0,0
W4205238974,https://doi.org/10.1017/slr.2021.176,2021,2021-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4230372093,https://doi.org/10.1515/9781618111067-fm,2019,2019-12-03,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4230384358,https://doi.org/10.1515/9781618114389-002,2019,2019-12-03,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2891805103,,2018,2018-09-03,preprint,0,False,35,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4246173741,https://doi.org/10.1515/9781618112910-fm,2019,2019-12-06,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4247631354,https://doi.org/10.1515/9781618110930-fm,2019,2019-12-04,book-chapter,0,False,1,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4247890190,https://doi.org/10.1515/9781618115614-fm,2019,2019-12-04,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3151268408,https://doi.org/10.2139/ssrn.3185088,2018,2018-01-01,article,17,False,40,16,6,11,14,-0.0043451272501551,584.3050594592286,83.71592264735536,136.0,,,,1.0,1.0,4,4,0,0,0,0,0
W2593077911,https://doi.org/10.1111/jon.12432,2017,2017-03-07,article,16,False,67,16,10,14,16,-0.000375939849624,199.96475514469228,9.813046834106206,325.0,,,,0.1666666666666666,1.0,4,3,0,0,0,0,0
W2775651546,https://doi.org/10.1017/9781316822722.010,2017,2017-12-01,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2804198393,https://doi.org/10.2139/ssrn.3183893,2018,2018-01-01,article,0,False,7,0,0,0,0,0.0,1.5275252316519463,1.5275252316519463,1.0,,,,,,0,0,0,0,0,0,0
W2238487112,https://doi.org/10.1017/cbo9781139032612.009,2015,2015-09-18,book-chapter,1,False,11,1,0,0,0,0.0,,,,,,,0.0,0.0,2,1,0,0,0,0,0
W2244659575,https://doi.org/10.1007/978-3-319-28099-8_1942-1,2019,2019-01-01,book-chapter,5,False,21,5,3,5,5,-0.0006497725795971,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W3028639067,https://doi.org/10.1080/14767430.2020.1758987,2020,2020-05-26,article,5,False,37,5,5,5,5,-0.0003236944324557,12.438419743451565,1.0690449676496974,15.0,,,,0.0,0.0,1,1,0,0,0,0,0
W4210902952,https://doi.org/10.1002/jclp.23322,2022,2022-02-09,article,5,False,28,5,5,5,5,-0.0012919896640826,224.5,91.0564260624846,21.0,,,,0.0,0.0,3,4,0,0,0,0,0
W2499981673,https://doi.org/10.1017/cbo9781139032612.004,2015,2015-09-18,book-chapter,14,False,1,14,2,3,3,0.5,,,,,,,0.0,0.0,2,1,0,0,0,0,0
W3108332904,https://doi.org/10.1021/acs.jpcb.0c08119,2020,2020-11-24,article,14,False,32,14,13,14,14,-0.023372287145242,51.74582120024368,-12.891455921699636,253.0,,,,0.125,1.0,3,1,0,0,0,0,0
W2218931046,,2016,2016-01-01,article,37,False,0,36,18,25,35,0.0,,,,,,,23.83333333333333,5.0,0,0,0,0,0,0,0
W4402661167,https://doi.org/10.1109/tccn.2024.3461671,2024,2024-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4404115662,https://doi.org/10.1007/s10569-024-10223-1,2024,2024-11-06,article,0,False,34,0,0,0,0,0.0,434.98966809092485,-22.96971444444137,105.0,,,,,,0,0,0,0,0,0,0
W3165257558,,2021,2021-03-26,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3173720330,,2021,2021-06-25,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3200106124,https://doi.org/10.2139/ssrn.3929003,2021,2021-01-01,article,0,False,3,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3204007348,,2021,2021-09-24,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3205776384,,2021,2021-10-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4283785798,https://doi.org/10.1080/09515070.2022.2075324,2022,2022-07-03,article,3,False,71,3,3,3,3,-0.000122965938435,64.22241565216285,4.174883341198445,595.0,,,,0.0,0.0,2,1,0,0,0,0,0
W4322726851,https://doi.org/10.1016/j.bandc.2023.105960,2023,2023-03-01,article,0,False,108,0,0,0,0,0.0,211.48505949357897,18.938696961069716,946.0,,,,,,0,0,0,0,0,1,0
W2889890279,https://doi.org/10.1103/physrevlett.122.095501,2019,2019-03-08,article,96,False,40,96,61,96,96,-0.0069058447027118,771.7567569384657,10.74647548453414,153.0,,,,0.015625,3.0,5,2,0,0,0,0,0
W2195246659,,2015,2015-08-17,article,3,False,0,3,1,1,3,0.0,,,,,,,5.999999999999999,4.0,0,0,0,0,0,0,0
W2199929534,https://doi.org/10.1016/j.jpubeco.2015.12.006,2015,2015-12-31,article,3,False,25,3,1,3,3,0.0001472320376914,345.0996051163699,93.33862470571393,45.0,,,,0.0,0.0,2,2,0,0,0,0,0
W3099476214,https://doi.org/10.1109/icsc.2016.33,2016,2016-02-01,preprint,0,False,25,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3104782981,,2020,2020-07-07,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3123993544,,2017,2017-04-06,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3134484835,,2018,2018-08-30,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2223051257,https://doi.org/10.1088/0031-8949/90/9/098004,2015,2015-09-01,article,2,False,51,2,2,2,2,-0.0002477086945751,133.2295864898888,-10.04381618275514,465.0,,,,0.0,0.0,1,1,0,0,0,0,0
W2528273988,https://doi.org/10.1017/cbo9781107588554.001,2016,2016-01-31,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4240612345,https://doi.org/10.1017/cbo9781107588554.017,2016,2016-01-31,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2786738703,https://doi.org/10.1177/1055665617732854,2017,2017-12-14,article,76,False,27,75,34,54,75,-0.0015486268841627,15.467342919688114,-3.3797044485049668,36.0,,,,0.7878787878787881,1.0,7,6,0,0,0,0,0
W2795162629,https://doi.org/10.1103/physrevb.98.155138,2018,2018-10-24,article,71,False,64,70,32,58,70,-0.0052820621170504,570.6124864433986,16.487859960175268,253.0,,,,-0.1666666666666666,1.0,5,2,0,0,0,0,0
W2966032759,https://doi.org/10.1002/sej.1332,2019,2019-07-31,article,67,False,83,64,32,63,63,-0.002749383151216,491.6629770869922,59.633451974353385,435.0,,,,6.552083333333333,3.0,4,3,0,0,0,0,0
W2501249616,https://doi.org/10.1016/j.brat.2016.07.010,2016,2016-07-31,article,58,False,37,57,20,37,57,-0.0020288678917164,252.5252377938492,33.0,153.0,,,,-0.0714285714285714,1.0,6,5,0,0,0,0,0
W4256334912,https://doi.org/10.2139/ssrn.3958079,2021,2021-01-01,article,0,False,7,0,0,0,0,0.0,5133.642324668652,3461.034973693771,1.0,,,,,,0,0,0,0,0,0,0
W4361241899,https://doi.org/10.1158/0008-5472.22386582,2023,2023-03-30,preprint,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2979311476,https://doi.org/10.1111/pedi.12928,2019,2019-10-07,article,8,False,48,8,6,8,8,0.0003810612555968,40.88052418610877,1.0930651841892502,378.0,,,,0.0,0.0,5,5,0,0,0,0,0
W2521357283,https://doi.org/10.1186/s13722-016-0062-9,2016,2016-09-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2748051329,https://doi.org/10.1177/0962280217726804,2017,2017-08-17,article,1,False,16,1,1,1,1,-0.0011467889908256,246.1380096217588,3.0821507131769184,10.0,,,,0.0,0.0,4,3,0,0,0,0,0
W3036998042,https://doi.org/10.48550/arxiv.2006.14094,2020,2020-01-01,preprint,1,False,39,1,1,1,1,-0.0003188775510204,,,,,,,0.0,0.0,4,4,0,0,0,0,0
W4313593941,https://doi.org/10.1016/j.jpsychires.2023.01.002,2023,2023-01-04,review,23,False,51,23,23,23,23,0.0009870169311365,,,,,,,0.0,0.0,7,5,0,0,0,0,0
W3023596262,https://doi.org/10.1016/j.jfineco.2020.04.011,2020,2020-04-28,article,21,False,65,21,12,18,18,-0.0006957731779439,749.5850506727725,101.88237786941534,300.0,,,,8.625,3.0,2,2,0,0,0,0,0
W2761437508,https://doi.org/10.2139/ssrn.3040464,2017,2017-01-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2978344128,https://doi.org/10.5539/ijef.v11n10p130,2019,2019-09-30,review,0,False,9,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3038158166,https://doi.org/10.1007/s11136-020-02567-6,2020,2020-07-01,article,7,False,43,7,5,7,7,-0.000227551995631,17.937017924312975,-1.5851392921333614,276.0,,,,1.0,1.0,9,5,0,0,0,0,0
W4319454769,https://doi.org/10.1016/j.wneu.2022.09.103,2023,2023-02-01,review,7,False,126,7,7,7,7,0.0008831321754489,,,,,,,0.0,0.0,10,9,0,0,0,0,0
W2898178473,https://doi.org/10.1080/07317115.2018.1536687,2018,2018-10-26,article,6,False,94,6,4,4,6,-2.193607826792726e-05,136.1959880801449,24.26381833180537,630.0,,,,0.0,0.0,4,3,0,0,0,0,0
W3025096263,https://doi.org/10.1016/j.na.2020.111935,2020,2020-05-16,article,6,False,47,6,5,6,6,-0.003065917220235,296.1210398008996,70.71150881228621,406.0,,,,0.0,0.0,2,2,0,0,0,0,0
